relative_path,cls_name,specie_name,anomaly,mask_path,category,severity,selected_corruption
candle/Data/Images/Normal/0923.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0469.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0363.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0871.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0751.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0690.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0484.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0779.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0174.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0657.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0026.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0964.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0994.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0764.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0196.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0483.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0629.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0423.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0214.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0688.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0016.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0811.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0892.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0648.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0784.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0168.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0402.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0694.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0286.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0953.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0488.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0685.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0520.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0208.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0303.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0967.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0569.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0294.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0172.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0615.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0552.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0215.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0654.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0100.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0619.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0804.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0046.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0518.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0170.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0178.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0797.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0739.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0796.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0261.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0306.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0935.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0024.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0490.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0617.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0457.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0237.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0621.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0869.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0107.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0159.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0394.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0631.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0377.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0768.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0545.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0400.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0800.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0920.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0705.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0735.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0525.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0013.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0297.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0985.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0684.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0790.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0333.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0725.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0417.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0187.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0027.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0844.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0427.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0659.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0996.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0900.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0479.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0730.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0320.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0974.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0674.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0011.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Normal/0514.JPG,candle,,0,,noise,1,shot_noise
candle/Data/Images/Normal/0755.JPG,candle,,0,,noise,1,gaussian_noise
candle/Data/Images/Normal/0952.JPG,candle,,0,,noise,1,impulse_noise
candle/Data/Images/Anomaly/043.JPG,candle,,1,candle/Data/Masks/Anomaly/043.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/000.JPG,candle,,1,candle/Data/Masks/Anomaly/000.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/024.JPG,candle,,1,candle/Data/Masks/Anomaly/024.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/014.JPG,candle,,1,candle/Data/Masks/Anomaly/014.png,noise,1,shot_noise
candle/Data/Images/Anomaly/053.JPG,candle,,1,candle/Data/Masks/Anomaly/053.png,noise,1,shot_noise
candle/Data/Images/Anomaly/038.JPG,candle,,1,candle/Data/Masks/Anomaly/038.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/011.JPG,candle,,1,candle/Data/Masks/Anomaly/011.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/062.JPG,candle,,1,candle/Data/Masks/Anomaly/062.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/017.JPG,candle,,1,candle/Data/Masks/Anomaly/017.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/069.JPG,candle,,1,candle/Data/Masks/Anomaly/069.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/093.JPG,candle,,1,candle/Data/Masks/Anomaly/093.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/073.JPG,candle,,1,candle/Data/Masks/Anomaly/073.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/067.JPG,candle,,1,candle/Data/Masks/Anomaly/067.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/098.JPG,candle,,1,candle/Data/Masks/Anomaly/098.png,noise,1,shot_noise
candle/Data/Images/Anomaly/026.JPG,candle,,1,candle/Data/Masks/Anomaly/026.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/061.JPG,candle,,1,candle/Data/Masks/Anomaly/061.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/050.JPG,candle,,1,candle/Data/Masks/Anomaly/050.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/063.JPG,candle,,1,candle/Data/Masks/Anomaly/063.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/023.JPG,candle,,1,candle/Data/Masks/Anomaly/023.png,noise,1,shot_noise
candle/Data/Images/Anomaly/064.JPG,candle,,1,candle/Data/Masks/Anomaly/064.png,noise,1,shot_noise
candle/Data/Images/Anomaly/039.JPG,candle,,1,candle/Data/Masks/Anomaly/039.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/087.JPG,candle,,1,candle/Data/Masks/Anomaly/087.png,noise,1,shot_noise
candle/Data/Images/Anomaly/044.JPG,candle,,1,candle/Data/Masks/Anomaly/044.png,noise,1,shot_noise
candle/Data/Images/Anomaly/031.JPG,candle,,1,candle/Data/Masks/Anomaly/031.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/049.JPG,candle,,1,candle/Data/Masks/Anomaly/049.png,noise,1,shot_noise
candle/Data/Images/Anomaly/072.JPG,candle,,1,candle/Data/Masks/Anomaly/072.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/082.JPG,candle,,1,candle/Data/Masks/Anomaly/082.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/077.JPG,candle,,1,candle/Data/Masks/Anomaly/077.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/071.JPG,candle,,1,candle/Data/Masks/Anomaly/071.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/083.JPG,candle,,1,candle/Data/Masks/Anomaly/083.png,noise,1,shot_noise
candle/Data/Images/Anomaly/013.JPG,candle,,1,candle/Data/Masks/Anomaly/013.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/029.JPG,candle,,1,candle/Data/Masks/Anomaly/029.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/094.JPG,candle,,1,candle/Data/Masks/Anomaly/094.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/089.JPG,candle,,1,candle/Data/Masks/Anomaly/089.png,noise,1,shot_noise
candle/Data/Images/Anomaly/054.JPG,candle,,1,candle/Data/Masks/Anomaly/054.png,noise,1,shot_noise
candle/Data/Images/Anomaly/032.JPG,candle,,1,candle/Data/Masks/Anomaly/032.png,noise,1,shot_noise
candle/Data/Images/Anomaly/095.JPG,candle,,1,candle/Data/Masks/Anomaly/095.png,noise,1,shot_noise
candle/Data/Images/Anomaly/019.JPG,candle,,1,candle/Data/Masks/Anomaly/019.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/037.JPG,candle,,1,candle/Data/Masks/Anomaly/037.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/084.JPG,candle,,1,candle/Data/Masks/Anomaly/084.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/091.JPG,candle,,1,candle/Data/Masks/Anomaly/091.png,noise,1,shot_noise
candle/Data/Images/Anomaly/010.JPG,candle,,1,candle/Data/Masks/Anomaly/010.png,noise,1,shot_noise
candle/Data/Images/Anomaly/048.JPG,candle,,1,candle/Data/Masks/Anomaly/048.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/047.JPG,candle,,1,candle/Data/Masks/Anomaly/047.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/034.JPG,candle,,1,candle/Data/Masks/Anomaly/034.png,noise,1,shot_noise
candle/Data/Images/Anomaly/027.JPG,candle,,1,candle/Data/Masks/Anomaly/027.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/003.JPG,candle,,1,candle/Data/Masks/Anomaly/003.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/025.JPG,candle,,1,candle/Data/Masks/Anomaly/025.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/070.JPG,candle,,1,candle/Data/Masks/Anomaly/070.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/078.JPG,candle,,1,candle/Data/Masks/Anomaly/078.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/096.JPG,candle,,1,candle/Data/Masks/Anomaly/096.png,noise,1,shot_noise
candle/Data/Images/Anomaly/040.JPG,candle,,1,candle/Data/Masks/Anomaly/040.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/036.JPG,candle,,1,candle/Data/Masks/Anomaly/036.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/088.JPG,candle,,1,candle/Data/Masks/Anomaly/088.png,noise,1,shot_noise
candle/Data/Images/Anomaly/066.JPG,candle,,1,candle/Data/Masks/Anomaly/066.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/018.JPG,candle,,1,candle/Data/Masks/Anomaly/018.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/075.JPG,candle,,1,candle/Data/Masks/Anomaly/075.png,noise,1,shot_noise
candle/Data/Images/Anomaly/086.JPG,candle,,1,candle/Data/Masks/Anomaly/086.png,noise,1,shot_noise
candle/Data/Images/Anomaly/057.JPG,candle,,1,candle/Data/Masks/Anomaly/057.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/030.JPG,candle,,1,candle/Data/Masks/Anomaly/030.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/097.JPG,candle,,1,candle/Data/Masks/Anomaly/097.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/033.JPG,candle,,1,candle/Data/Masks/Anomaly/033.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/005.JPG,candle,,1,candle/Data/Masks/Anomaly/005.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/065.JPG,candle,,1,candle/Data/Masks/Anomaly/065.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/046.JPG,candle,,1,candle/Data/Masks/Anomaly/046.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/009.JPG,candle,,1,candle/Data/Masks/Anomaly/009.png,noise,1,shot_noise
candle/Data/Images/Anomaly/079.JPG,candle,,1,candle/Data/Masks/Anomaly/079.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/020.JPG,candle,,1,candle/Data/Masks/Anomaly/020.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/022.JPG,candle,,1,candle/Data/Masks/Anomaly/022.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/080.JPG,candle,,1,candle/Data/Masks/Anomaly/080.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/041.JPG,candle,,1,candle/Data/Masks/Anomaly/041.png,noise,1,shot_noise
candle/Data/Images/Anomaly/002.JPG,candle,,1,candle/Data/Masks/Anomaly/002.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/056.JPG,candle,,1,candle/Data/Masks/Anomaly/056.png,noise,1,shot_noise
candle/Data/Images/Anomaly/045.JPG,candle,,1,candle/Data/Masks/Anomaly/045.png,noise,1,shot_noise
candle/Data/Images/Anomaly/068.JPG,candle,,1,candle/Data/Masks/Anomaly/068.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/051.JPG,candle,,1,candle/Data/Masks/Anomaly/051.png,noise,1,shot_noise
candle/Data/Images/Anomaly/035.JPG,candle,,1,candle/Data/Masks/Anomaly/035.png,noise,1,shot_noise
candle/Data/Images/Anomaly/007.JPG,candle,,1,candle/Data/Masks/Anomaly/007.png,noise,1,shot_noise
candle/Data/Images/Anomaly/052.JPG,candle,,1,candle/Data/Masks/Anomaly/052.png,noise,1,shot_noise
candle/Data/Images/Anomaly/090.JPG,candle,,1,candle/Data/Masks/Anomaly/090.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/060.JPG,candle,,1,candle/Data/Masks/Anomaly/060.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/004.JPG,candle,,1,candle/Data/Masks/Anomaly/004.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/042.JPG,candle,,1,candle/Data/Masks/Anomaly/042.png,noise,1,shot_noise
candle/Data/Images/Anomaly/021.JPG,candle,,1,candle/Data/Masks/Anomaly/021.png,noise,1,shot_noise
candle/Data/Images/Anomaly/028.JPG,candle,,1,candle/Data/Masks/Anomaly/028.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/085.JPG,candle,,1,candle/Data/Masks/Anomaly/085.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/076.JPG,candle,,1,candle/Data/Masks/Anomaly/076.png,noise,1,shot_noise
candle/Data/Images/Anomaly/006.JPG,candle,,1,candle/Data/Masks/Anomaly/006.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/015.JPG,candle,,1,candle/Data/Masks/Anomaly/015.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/092.JPG,candle,,1,candle/Data/Masks/Anomaly/092.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/055.JPG,candle,,1,candle/Data/Masks/Anomaly/055.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/081.JPG,candle,,1,candle/Data/Masks/Anomaly/081.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/058.JPG,candle,,1,candle/Data/Masks/Anomaly/058.png,noise,1,gaussian_noise
candle/Data/Images/Anomaly/074.JPG,candle,,1,candle/Data/Masks/Anomaly/074.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/059.JPG,candle,,1,candle/Data/Masks/Anomaly/059.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/001.JPG,candle,,1,candle/Data/Masks/Anomaly/001.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/099.JPG,candle,,1,candle/Data/Masks/Anomaly/099.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/016.JPG,candle,,1,candle/Data/Masks/Anomaly/016.png,noise,1,shot_noise
candle/Data/Images/Anomaly/012.JPG,candle,,1,candle/Data/Masks/Anomaly/012.png,noise,1,impulse_noise
candle/Data/Images/Anomaly/008.JPG,candle,,1,candle/Data/Masks/Anomaly/008.png,noise,1,shot_noise
capsules/Data/Images/Normal/479.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/214.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/306.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/469.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/208.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/062.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/170.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/288.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/394.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/107.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/488.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/580.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/294.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/187.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/303.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/024.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/179.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/423.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/016.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/152.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/320.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/324.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/013.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/100.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/402.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/377.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/297.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/427.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/215.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/569.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/027.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/011.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/261.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/174.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/333.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/545.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/576.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/046.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/484.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/240.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/552.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/594.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/525.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/483.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/286.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/237.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/417.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/400.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/363.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/178.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/026.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/514.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/172.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/159.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/520.JPG,capsules,,0,,noise,1,gaussian_noise
capsules/Data/Images/Normal/168.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/490.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/518.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Normal/196.JPG,capsules,,0,,noise,1,shot_noise
capsules/Data/Images/Normal/457.JPG,capsules,,0,,noise,1,impulse_noise
capsules/Data/Images/Anomaly/028.JPG,capsules,,1,capsules/Data/Masks/Anomaly/028.png,noise,1,shot_noise
capsules/Data/Images/Anomaly/059.JPG,capsules,,1,capsules/Data/Masks/Anomaly/059.png,noise,1,shot_noise
capsules/Data/Images/Anomaly/095.JPG,capsules,,1,capsules/Data/Masks/Anomaly/095.png,noise,1,shot_noise
